,adult,budget,id,imdb_id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
38535,FALSE,4161012,252822,tt2675914,no,5.480099,2/21/14,0,115,Released,In Order of Disappearance,7,142
38536,FALSE,23000000,252838,tt0884732,en,12.21459,1/16/15,79799880,101,Released,The Wedding Ringer,6.5,632
38564,FALSE,3000000,253192,tt3451498,ru,1.14731,1/1/14,5279982,99,Released,Faster than Rabbits,6.3,12
38566,FALSE,18000000,253235,tt2465146,en,7.69684,7/20/14,25312387,94,Released,And So It Goes,5.7,166
38584,FALSE,7000000,253279,tt1323973,en,15.028038,11/28/13,0,89,Released,The Trials of Cate McCall,5.8,69
38602,FALSE,9000000,253331,tt2883434,en,10.763583,9/6/14,21571189,121,Released,Black or White,6.5,119
38613,FALSE,2000000,253395,tt2192580,fi,0.598521,9/6/13,0,108,Released,Above Dark Waters,6.4,4
38615,FALSE,55000000,253412,tt2719848,en,10.758754,9/10/15,203427584,121,Released,Everest,6.7,1805
38616,FALSE,15000000,253414,tt3164256,en,10.394389,10/22/15,3020664,100,Released,Rock the Kasbah,5.2,102
38618,FALSE,15000000,253450,tt3508840,zh,6.294815,8/27/15,632542,105,Released,The Assassin,6.6,158
38625,FALSE,750000,253612,tt3414782,en,0.018119,12/24/13,0,11,Released,Live Forever as You Are Now with Alan Resnick,0,0
38647,FALSE,2000000,254023,tt1568343,en,5.27044,3/26/14,0,112,Released,The Humbling,5.3,39
38653,FALSE,110000000,254128,tt2126355,en,20.547925,5/27/15,470490832,114,Released,San Andreas,6,3017
38657,FALSE,2240000,254172,tt2582502,en,6.758038,10/1/15,0,116,Released,Fathers and Daughters,7.2,262
38659,FALSE,1000000,254191,tt3177316,en,6.107378,9/12/14,9318,87,Released,Honeymoon,5.4,261
38662,FALSE,4700000,254200,tt3305316,da,3.042462,9/9/14,0,103,Released,A Second Chance,6.7,42
38674,FALSE,4000000,254320,tt3464902,en,11.223033,10/8/15,15656193,118,Released,The Lobster,6.7,1340
38683,FALSE,29000000,254470,tt2848292,en,15.862632,5/7/15,287506194,115,Released,Pitch Perfect 2,6.8,1997
38684,FALSE,2500000,254472,tt3300572,de,3.51172,7/3/15,0,87,Released,Stung,4.9,63
38685,FALSE,28000000,254473,tt1430612,en,7.482959,4/22/14,68896829,90,Released,Brick Mansions,5.7,628
38692,FALSE,340000,254582,tt1684911,fr,0.601191,10/24/10,0,11,Released,Oppressed Majority,5.5,4
38695,FALSE,1220000,254664,tt3144678,zh,0.497461,1/30/14,0,102,Released,The Journey,7.7,3
38707,FALSE,9272437,254869,tt3321428,es,4.207751,10/3/14,11672363,105,Released,Torrente 5: Operación Eurovegas,5.2,69
38709,FALSE,15000000,254904,tt2402157,en,13.310556,8/27/14,32556119,108,Released,The November Man,6,645
38710,FALSE,4000000,254905,tt2893490,en,4.69699,6/3/15,143101,97,Released,Manglehorn,5.2,68
38718,FALSE,5500000,255268,tt2996648,en,7.164554,4/8/14,0,91,Released,Bad Ass 2: Bad Asses,5.7,77
38719,FALSE,3000000,255278,tt2483208,en,1.342395,5/20/14,0,92,Released,Way of the Wicked,3.7,20
38721,FALSE,17000000,255343,tt2515030,en,12.543659,10/11/14,3758328,120,Released,Escobar: Paradise Lost,6.1,281
38742,FALSE,2000000,255577,tt1046894,pt,0.855427,12/8/08,0,85,Released,Black Widow,3.7,3
38744,FALSE,5400000,255647,tt1801071,es,0.739684,1/15/14,0,141,Released,See You in Montevideo,6.6,11
38768,FALSE,40000000,256040,tt2631186,te,11.80967,7/10/15,100000000,159,Released,Baahubali: The Beginning,7.5,138
38771,FALSE,12000000,256092,tt2968804,en,6.004189,5/26/14,0,96,Released,Drive Hard,3.9,74
38783,FALSE,5000000,256274,tt2870612,en,10.846585,8/14/14,40100000,93,Released,"As Above, So Below",6.1,788
38796,FALSE,10000000,256474,tt2101570,en,6.332859,4/4/14,0,108,Released,In the Blood,5.2,116
38802,FALSE,150000,256561,tt3203290,en,3.453816,3/19/14,0,75,Released,Free to Play,7.1,60
38805,FALSE,50100000,256591,tt2381941,en,10.035362,2/25/15,153962963,105,Released,Focus,6.7,2588
38810,FALSE,8000000,256687,tt2112277,en,2.409569,4/20/14,0,96,Released,Swelter,4.6,22
38813,FALSE,3500000,256740,tt2761578,en,3.188634,3/4/14,0,92,Released,Wicked Blood,5.3,37
38826,FALSE,22500000,256917,tt3007512,en,9.615664,12/25/14,15520023,112,Released,The Water Diviner,6.8,439
38829,FALSE,10000000,256924,tt1772288,en,16.903373,3/19/15,10835752,107,Released,Danny Collins,6.6,187
38830,FALSE,7,256930,tt2247566,ja,1.050606,2/27/14,0,185,Released,Kano,7.1,11
38832,FALSE,38000000,256961,tt3450650,en,17.02038,4/16/15,107597242,94,Released,Paul Blart: Mall Cop 2,5,576
38833,FALSE,20000000,256962,tt1810683,en,11.946728,4/23/15,6485961,106,Released,Little Boy,7,190
38835,FALSE,300,257004,tt2991922,it,0.892921,3/1/13,0,90,Released,The Stalker,1,2
38838,FALSE,1000000,257039,tt2008655,en,0.014118,2/16/14,0,90,Released,The Drunk,0,0
38843,FALSE,4000000,257087,tt3533916,en,10.087243,4/21/16,0,93,Released,The Veil,4.4,123
38844,FALSE,105000000,257088,tt2058673,en,7.291872,12/3/15,133718711,114,Released,Point Break,5.5,795
38845,FALSE,40000000,257091,tt2561572,en,8.178015,3/26/15,111811453,100,Released,Get Hard,5.9,961
38853,FALSE,220000,257160,tt3517192,ml,0.633359,2/7/14,1500000,130,Released,Ohm Shanthi Oshaana,6.9,8
38856,FALSE,35000000,257211,tt2361509,en,15.651705,9/24/15,194564672,121,Released,The Intern,7.1,1926
38869,FALSE,88000000,257344,tt2120120,en,21.14796,7/16/15,243637091,105,Released,Pixels,5.6,2564
38870,FALSE,4000000,257345,tt1878841,en,12.187189,5/13/16,10898293,92,Released,The Darkness,4.5,162
38876,FALSE,16500000,257440,tt2978102,en,7.35578,4/29/16,21256,93,Released,Term Life,5.7,81
38879,FALSE,58000000,257445,tt1051904,en,12.365292,8/5/15,158162788,103,Released,Goosebumps,6.2,1022
38907,FALSE,89,257874,tt2991296,en,7.817221,10/8/13,0,89,Released,Beneath,5.2,61
38911,FALSE,40000000,257932,tt2911342,zh,3.028163,5/20/14,0,88,Released,Dragon Nest: Warriors' Dawn,6.8,19
38932,FALSE,43000000,258230,tt3416532,en,24.483893,10/7/16,46652768,108,Released,A Monster Calls,6.8,1023
38946,FALSE,1500000,258450,tt0265825,es,0.66142,9/22/04,0,108,Released,Addictions and Subtractions,6.6,5
38948,FALSE,11800000,258480,tt2402927,en,8.364201,11/20/15,40272135,118,Released,Carol,7.3,1014
38949,FALSE,180000000,258489,tt0918940,en,45.38298,6/29/16,356743061,109,Released,The Legend of Tarzan,5.5,2488
38976,FALSE,1200000,259072,tt3612032,en,7.445236,8/22/14,0,91,Released,Wrong Turn 6: Last Resort,4.6,171
38991,FALSE,180000000,259316,tt3183660,en,41.051421,11/16/16,809342332,133,Released,Fantastic Beasts and Where to Find Them,7.2,5612
38995,FALSE,850000,259389,tt0219636,en,0.935221,2/3/01,0,107,Released,Dancing in September,6.5,1
39011,FALSE,40000000,259693,tt3065204,en,14.767317,5/13/16,320170008,134,Released,The Conjuring 2,7,2018
39012,FALSE,38000000,259694,tt1292566,en,8.898988,1/21/16,112343513,110,Released,How to Be Single,5.9,1225
39013,FALSE,108000000,259695,tt2361317,en,19.94393,12/25/16,22678555,129,Released,Live by Night,6.2,416
39049,FALSE,6000000,260310,tt3600950,ru,0.622825,2/6/14,0,90,Released,Space Dogs 2,4.2,3
39053,FALSE,48000000,260346,tt2446042,en,18.081483,12/16/14,325771424,109,Released,Taken 3,6.1,2225
39060,FALSE,150000,260500,tt2591738,en,0.036631,12/21/12,0,46,Released,Legion of the Black,0,0
39061,FALSE,175000000,260514,tt3606752,en,19.148182,6/15/17,350170057,109,Released,Cars 3,6.6,718
39062,FALSE,2153912,260522,tt3621288,ru,0.334881,2/27/14,4864560,83,Released,Easy on the Eyes,3.9,5
39064,FALSE,8000000,260535,tt2490004,en,3.868355,3/25/14,0,93,Released,The Little Rascals Save the Day,5.9,25
39089,FALSE,3000000,260947,tt1327601,en,1.436789,4/4/14,0,95,Released,Something Wicked,4.6,16
39093,FALSE,53000000,261023,tt1355683,en,10.61072,9/4/15,98837872,122,Released,Black Mass,6.3,1262
39097,FALSE,2000000,261037,tt3128900,en,2.934599,9/12/14,0,88,Released,Miss Meadows,5.1,60
39115,FALSE,28000000,261392,tt3316948,en,9.534828,8/19/15,27139524,96,Released,American Ultra,6,1099
39122,FALSE,3000000,261461,tt3948438,pt,2.517939,1/8/15,0,90,Released,Loucas pra Casar,6.1,46
39150,FALSE,650000,262009,tt2534660,et,1.164299,3/28/14,0,86,Released,In the Crosswind,7.5,14
39154,FALSE,100000,262165,tt2488366,en,0.571518,3/31/14,0,95,Released,The Unwanted,3.8,8
39157,FALSE,300000,262199,tt3596842,en,1.092819,3/24/14,0,67,Released,Hannibal Buress: Live From Chicago,7.6,12
39161,FALSE,354000,262260,tt0019813,en,0.005051,4/8/29,0,123,Released,The Desert Song,0,0
39166,FALSE,5900000,262340,tt3433074,en,1.840891,6/27/14,23000000,94,Released,Mrs. Brown's Boys D'Movie,4.7,34
39169,FALSE,13000000,262391,tt2800240,fr,10.926965,4/16/14,0,94,Released,Serial (Bad) Weddings,6.9,1114
39173,FALSE,230000,262474,tt2240046,en,0.177258,3/28/14,0,90,Released,Pro Wrestlers vs Zombies,4.3,3
39176,FALSE,110000000,262500,tt2908446,en,27.887186,3/18/15,295238201,119,Released,Insurgent,6.2,3921
39177,FALSE,110000000,262504,tt3410834,en,18.386172,3/9/16,179246868,121,Released,Allegiant,5.9,2064
39184,FALSE,7000000,262543,tt1971325,en,13.973689,10/9/14,0,110,Released,Automata,5.6,677
39193,FALSE,6000000,262788,tt2766268,en,2.56817,7/3/14,0,112,Released,The Games Maker,4.9,20
39199,FALSE,125000000,262841,tt3095734,en,14.801195,12/21/16,64493915,105,Released,Monster Trucks,6,209
39218,FALSE,97000000,263115,tt3315342,en,54.581997,2/28/17,616801808,137,Released,Logan,7.6,6310
39222,FALSE,20000000,263341,tt2652118,en,8.796536,2/18/16,0,103,Released,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6,174
39224,FALSE,500000,263416,tt1663222,en,0.966179,4/15/14,0,90,Released,Dead Sea,2.4,8
39225,FALSE,16000000,263471,tt2302966,ta,1.878496,1/4/15,0,170,Released,I,6.8,27
39226,FALSE,2500000,263472,tt3605418,en,11.898793,6/26/15,6341684,99,Released,Knock Knock,4.9,880
39236,FALSE,114000,263794,tt2027091,en,0.690307,3/28/14,0,111,Released,Druid Peak,7.5,3
39250,FALSE,2300000,264048,tt2343585,fi,0.366128,12/4/13,0,97,Released,A Patriotic Man,6.5,2
39262,FALSE,40000000,264264,tt3038664,zh,1.321766,12/2/14,0,129,Released,The Crossing,5.3,11
39280,FALSE,2000000,264555,tt3509114,en,1.753599,4/12/14,0,83,Released,Death Clique,6.1,16
39283,FALSE,6000000,264644,tt3170832,en,12.443291,10/16/15,35401758,117,Released,Room,8.1,2838
39285,FALSE,16000000,264656,tt2398231,en,7.375146,5/18/14,3442853,122,Released,The Homesman,6.4,262
39286,FALSE,15000000,264660,tt0470752,en,14.14078,1/21/15,36869414,108,Released,Ex Machina,7.6,4862
39294,FALSE,14800000,264999,tt2268016,en,8.76993,7/1/15,122513057,115,Released,Magic Mike XXL,6.2,716
39301,FALSE,4900000,265177,tt3612616,en,14.876086,5/22/14,3494070,138,Released,Mommy,8.2,734
39308,FALSE,30000000,265208,tt2231253,en,16.451228,1/14/15,0,92,Released,Wild Card,5.4,665
39324,FALSE,35000000,265712,tt3331846,ja,6.493765,8/8/14,83061158,90,Released,Stand by Me Doraemon,7,103
39357,FALSE,10500000,266285,tt2720680,da,8.253705,5/22/14,42070000,100,Released,The Salvation,6.2,285
39358,FALSE,30000000,266294,tt1850457,en,13.799419,12/18/15,105011053,118,Released,Sisters,5.8,593
39360,FALSE,8000000,266331,tt0086405,en,0.406505,2/18/83,2439705,121,Released,Table For Five,4.8,3
39364,FALSE,40000000,266396,tt2515034,en,11.429831,2/16/15,13644292,115,Released,The Gunman,5.5,397
39380,FALSE,5000000,266639,tt3614530,en,5.394112,10/22/15,2333684,119,Released,Jem and the Holograms,5.4,132
39381,FALSE,150000000,266647,tt3332064,en,11.30428,9/24/15,128388320,111,Released,Pan,5.9,979
39386,FALSE,670,266723,tt3579082,pt,0.993994,2/28/14,0,82,Released,Latitudes,5.4,4
39392,FALSE,15000000,266856,tt2980516,en,11.85302,11/26/14,123726688,123,Released,The Theory of Everything,7.8,3403
39403,FALSE,35000000,267193,tt3381008,en,13.912531,2/24/16,25182929,83,Released,Grimsby,5.7,794
39445,FALSE,60000000,267860,tt3300542,en,15.037993,3/2/16,205754447,99,Released,London Has Fallen,5.8,1656
39448,FALSE,1,267931,tt2320388,en,0.805883,12/12/14,0,98,Released,Hidden in the Woods,5.1,9
39449,FALSE,140000000,267935,tt3691740,en,18.769476,6/1/16,183345589,120,Released,The BFG,6,1026
39453,FALSE,2200000,267999,tt2844798,hu,6.313465,6/12/14,282358,121,Released,White God,6.6,105
39463,FALSE,10000000,268171,tt2113659,en,3.65758,3/7/14,0,104,Released,Elsa & Fred,6.2,31
39466,FALSE,10000000,268238,tt2555736,en,5.204474,2/26/15,85978266,122,Released,The Second Best Exotic Marigold Hotel,6.3,277
39479,FALSE,38000000,268531,tt2091256,en,88.561239,6/1/17,110824373,89,Released,Captain Underpants: The First Epic Movie,6.5,159
39482,FALSE,2700000,268618,tt2172554,is,1.658231,5/16/14,0,125,Released,Life in a Fishbowl,7.6,6
39484,FALSE,7400000,268660,tt3668162,ml,0.955596,5/30/14,1300000,172,Released,Bangalore Days,7.4,19
39499,FALSE,100,268917,tt3072636,en,0.774471,6/15/14,0,77,Released,The Past Is a Grotesque Animal,5.5,2
39500,FALSE,35000000,268920,tt2967224,en,6.90658,5/8/15,51680201,87,Released,Hot Pursuit,5.4,659
39501,FALSE,24000,268956,tt1821355,en,0.514965,1/1/11,0,110,Released,Bubblegum and Broken Fingers,2.3,6
39503,FALSE,1000000,269057,tt2655734,en,0.910345,9/8/14,0,90,Released,Bang Bang Baby,6.6,8
39506,FALSE,20000000,269148,tt3399024,fr,11.024334,10/15/14,151530,118,Released,Samba,6.4,393
39507,FALSE,150000000,269149,tt2948356,en,26.024868,2/11/16,1023784195,108,Released,Zootopia,7.7,4961
39519,FALSE,1600000,269495,tt2808680,fi,1.50671,1/10/14,0,97,Released,No Thanks,5.8,2
39529,FALSE,3673315,269776,tt3218580,fr,1.730616,5/14/14,0,93,Released,Alléluia,6.3,24
39540,FALSE,30000000,270010,tt2980210,en,9.104543,4/22/16,4212494,97,Released,A Hologram for the King,5.8,347
39548,FALSE,232000,270221,tt3301196,en,7.022339,12/13/13,0,86,Released,Neverlake,5.3,24
39551,FALSE,2000000,270303,tt3235888,en,20.359336,2/4/15,14674076,100,Released,It Follows,6.6,1894
39567,FALSE,22000000,270487,tt0475290,en,11.241366,2/5/16,63647656,106,Released,"Hail, Caesar!",5.7,1338
39573,FALSE,500000,270654,tt2495104,en,8.279917,3/25/14,15000000,139,Released,Parts Per Billion,4.4,27
39574,FALSE,3000000,270668,tt2818178,da,2.783608,6/12/14,0,84,Released,When Animals Dream,6.1,44
39580,FALSE,1600000,270766,tt3569782,ta,0.46122,8/1/14,0,170,Released,Jigarthanda,7.3,11
39582,FALSE,32000000,270774,tt2238032,en,10.912208,7/21/16,58500000,107,Released,Skiptrace,5.5,181
39594,FALSE,132000000,270946,tt1911658,en,22.201607,11/22/14,373552094,92,Released,Penguins of Madagascar,6.5,1375
39600,FALSE,250000000,271110,tt3498820,en,145.882135,4/27/16,1153304495,147,Released,Captain America: Civil War,7.1,7462
39601,FALSE,100,271120,tt0976172,zh,0.003025,8/24/05,0,55,Released,Singapore GaGa,0,0
39602,FALSE,27000,271124,tt0388544,en,0.151836,7/18/03,0,90,Released,Woodenhead,5.2,3
39604,FALSE,950000,271185,tt2505294,en,4.977232,4/19/14,0,100,Released,Ask Me Anything,5.5,158
39605,FALSE,4200000,271200,tt3142232,hi,2.031919,5/23/14,10000000,146,Released,Heropanti,5.4,15
39606,FALSE,6500000,271234,tt2856896,ru,3.662477,5/8/14,0,90,Released,22 Minutes,5.1,22
39609,FALSE,27000000,271331,tt2814362,en,4.766716,6/19/14,0,110,Released,United Passions,3,16
39623,FALSE,15000000,271674,tt0900387,en,5.02124,11/5/14,9104716,107,Released,Suite Française,7.1,284
39625,FALSE,4531653,271706,tt1920885,zh,2.238595,7/8/16,84552250,100,Released,Big Fish & Begonia,6.3,12
39628,FALSE,35000000,271718,tt3152624,en,17.310647,7/17/15,140795793,125,Released,Trainwreck,5.9,1193
39634,FALSE,100000000,271969,tt2638144,en,11.51021,8/17/16,94061311,125,Released,Ben-Hur,5.3,642
39649,FALSE,9700000,272435,tt2788556,fr,5.105914,9/10/14,154701,99,Released,Gemma Bovery,6.2,86
39654,FALSE,7000000,272610,tt3266724,en,2.482771,4/17/14,855450,83,Released,Black Rose,2,6
39659,FALSE,8500000,272693,tt1666801,en,8.592449,2/20/15,43528634,100,Released,The DUFF,6.8,1372
39660,FALSE,2,272720,tt0217898,en,0.003245,5/29/67,0,18,Released,You're Human Like the Rest of Them,0,0
39664,FALSE,20000000,272878,tt3369806,en,7.987747,6/26/15,43967255,111,Released,Max,6.8,282
39681,FALSE,5000000,273169,tt3098306,fr,6.976069,6/4/14,12058187,116,Released,French Women,5.6,127
39685,FALSE,44000000,273248,tt3460252,en,20.328822,12/25/15,155760117,167,Released,The Hateful Eight,7.6,4405
39686,FALSE,80,273261,tt2191880,en,0.847311,5/31/14,0,82,Released,Red Knot,5.6,7
39698,FALSE,2000000,273341,tt0120417,en,0.375762,10/10/98,0,96,Released,The Unknown Cyclist,5,1
39700,FALSE,15000000,273477,tt1727776,en,20.683405,10/23/15,14860766,93,Released,Scouts Guide to the Zombie Apocalypse,6.2,526
39701,FALSE,30000000,273481,tt3397884,en,19.511221,9/17/15,84025816,121,Released,Sicario,7.2,2465
39716,FALSE,400000,273743,tt2375443,en,1.074476,6/1/14,0,93,Released,The Last Light,2.6,5
39720,FALSE,80000,273856,tt1870543,en,0.417469,12/30/13,0,90,Released,Cruel Will,3.4,4
39722,FALSE,25000,273879,tt0130508,en,0.044464,5/21/80,0,25,Released,Black Angel,7.1,7
39726,FALSE,20000000,273895,tt1020072,en,7.107071,12/25/14,66787908,127,Released,Selma,7.4,835
39728,FALSE,13500000,273899,tt3018070,en,3.531089,9/18/15,187674,129,Released,Stonewall,5.2,32
39730,FALSE,500000,273922,tt2106383,en,0.058838,5/16/13,0,83,Released,Deadline,6,1
39736,FALSE,10000000,274109,tt3202202,es,6.818031,12/25/15,0,163,Released,Palm Trees in the Snow,7.3,119
39740,FALSE,50000000,274167,tt1528854,en,8.009226,12/25/15,242786137,96,Released,Daddy's Home,5.8,870
39749,FALSE,60000000,274479,tt2446980,en,12.975936,12/24/15,101134059,124,Released,Joy,6.4,1619
39758,FALSE,90000000,274854,tt1618442,en,13.412445,10/21/15,146936910,106,Released,The Last Witch Hunter,5.7,1345
39759,FALSE,175000000,274857,tt1972591,en,44.251369,4/27/17,146175066,126,Released,King Arthur: Legend of the Sword,6.5,1506
39761,FALSE,110000000,274870,tt1355644,en,20.303632,12/21/16,303144152,116,Released,Passengers,6.7,4134
39778,FALSE,5200000,275269,tt0315642,hi,3.571376,1/7/16,9200000,102,Released,Wazir,6.7,36
39787,FALSE,18000000,275601,tt3623726,en,16.778946,7/10/15,41325328,100,Released,Ricki and the Flash,5.6,273
39828,FALSE,3000000,276839,tt2802136,en,8.504655,3/13/15,0,98,Released,Home Sweet Hell,5,187
39836,FALSE,5000000,276902,tt1661820,en,8.901282,9/10/14,0,92,Released,Cut Bank,5.4,93
39838,FALSE,18000000,276905,tt1594972,en,7.008103,1/14/16,17062499,86,Released,Norm of the North,4.1,124
39840,FALSE,25000000,276907,tt3569230,en,11.187833,9/9/15,42972994,131,Released,Legend,6.7,994
39850,FALSE,10000000,277154,tt2544766,nl,9.92595,1/29/15,0,128,Released,Admiral,6.4,49
39853,FALSE,28000000,277216,tt1398426,en,21.183077,8/13/15,201634991,147,Released,Straight Outta Compton,7.7,1381
39867,FALSE,25000000,277432,tt2461132,hi,4.631534,10/23/14,0,180,Released,Happy New Year,5.9,70
39873,FALSE,6000000,277546,tt3687398,en,5.159939,8/7/15,0,90,Released,The Runner,4.6,53
39883,FALSE,1000000,277685,tt3713166,en,10.07817,4/17/15,62882090,82,Released,Unfriended,5.5,1092
39894,FALSE,3000000,277778,tt2547942,en,1.511242,8/8/14,0,91,Released,Starship Rising,2.5,14
39899,FALSE,150000000,277834,tt3521164,en,9.143457,11/23/16,643034466,107,Released,Moana,7.3,3471
39900,FALSE,5402000,277839,tt4531694,fr,5.613875,2/24/16,0,100,Released,"Good Guys Go to Heaven, Bad Guys Go to Pattaya",5.3,153
39910,FALSE,3500000,278111,tt0241183,en,0.524742,4/2/02,0,88,Released,Angels Don't Sleep Here,2.5,3
39912,FALSE,105000000,278154,tt3416828,en,20.151037,6/23/16,408579038,100,Released,Ice Age: Collision Course,5.6,1170
39941,FALSE,50,278772,tt3237082,en,0.299481,2/4/14,0,110,Released,Serial Killer Culture,5,7
39951,FALSE,40000000,278924,tt3522806,en,14.288577,8/25/16,125729635,99,Released,Mechanic: Resurrection,5.3,1236
39952,FALSE,175000000,278927,tt3040964,en,17.432758,4/7/16,966550600,106,Released,The Jungle Book,6.7,2977
39962,FALSE,2480421,279096,tt3864024,en,5.121756,1/27/16,0,102,Released,Lazer Team,5.7,103
39981,FALSE,35000000,279641,tt3553442,en,8.155604,3/4/16,23083334,112,Released,Whiskey Tango Foxtrot,6,356
39992,FALSE,12000000,279914,tt2326574,en,1.721715,9/5/14,0,107,Released,The Identical,4.9,14
39995,FALSE,1446950,279966,tt2145909,en,0.808207,8/22/14,0,89,Released,The Forgotten,6.2,6
40003,FALSE,3400000,279988,tt3033080,en,1.862426,3/10/17,0,100,Released,Extinction: Nature Has Evolved,0,10
40014,FALSE,10000000,280092,tt3195644,en,10.098792,6/4/15,104303851,97,Released,Insidious: Chapter 3,6.3,1005
40019,FALSE,4000000,280218,tt2833074,fr,0.854327,8/6/14,0,0,Post Production,1987,6.8,6
40022,FALSE,750000,280422,tt3805180,ru,0.201582,6/5/14,3,0,Released,All at Once,6,4
40031,FALSE,80000,280617,tt3892384,en,1.103486,1/13/16,0,102,Released,Space Cop,3.7,19
40035,FALSE,22000000,280690,tt2372222,hi,7.366331,7/25/14,55000000,146,Released,Kick,6,51
40059,FALSE,152000000,281338,tt3450958,en,146.161786,7/11/17,369907963,140,Released,War for the Planet of the Apes,6.7,1675
40063,FALSE,1000000,281524,tt2360446,en,3.856935,6/13/14,0,90,Released,The Hooligan Factory,5.3,11
40076,FALSE,135000000,281957,tt1663202,en,23.501228,12/25/15,532950503,156,Released,The Revenant,7.3,6558
40081,FALSE,12000000,282024,tt3767246,ru,1.685233,7/10/14,0,120,Released,The Iron Ivan,6.2,14
40082,FALSE,125000000,282035,tt2345759,en,33.704935,6/6/17,407778013,110,Released,The Mummy,5.4,2122
40094,FALSE,500000,282248,tt2950236,en,1.293257,6/26/14,0,89,Released,The Living,5.5,17
40097,FALSE,5000000,282296,tt2908856,en,11.127162,9/9/14,7527232,107,Released,My Old Lady,6.1,100
40098,FALSE,117,282297,tt3302820,en,6.213797,7/1/14,0,85,Released,Cowspiracy: The Sustainability Secret,7.9,119
40099,FALSE,2250000,282298,tt0088208,en,0.093933,7/25/81,0,89,Released,Surfacing,5,1
40108,FALSE,9500000,282631,tt3541262,ko,5.062756,7/30/14,112156811,126,Released,The Admiral: Roaring Currents,7,62
40113,FALSE,6500000,282813,tt2799166,en,9.312354,12/4/14,13865435,89,Released,The Pyramid,4.6,365
40119,FALSE,11000000,282984,tt3715320,en,6.862812,7/17/15,27391084,95,Released,Irrational Man,6.3,600
40126,FALSE,2489400,283201,tt3142688,en,1.310166,9/12/14,0,102,Released,Finding Fanny,5.4,21
40128,FALSE,8000000,283235,tt2891174,en,6.60913,10/9/14,1411927,112,Released,99 Homes,6.8,240
40135,FALSE,110000000,283366,tt1935859,en,36.262655,9/28/16,296485719,127,Released,Miss Peregrine's Home for Peculiar Children,6.5,3213
40139,FALSE,10000000,283445,tt2752772,en,17.602928,8/19/15,52882018,97,Released,Sinister 2,5.5,605
40143,FALSE,20000000,283552,tt2547584,en,8.483245,9/2/16,25956113,133,Released,The Light Between Oceans,6.9,403
40144,FALSE,6000000,283587,tt1365050,en,11.732546,9/11/15,9077700,137,Released,Beasts of No Nation,7.6,476
40156,FALSE,7700000,283708,tt2936180,fr,3.790687,8/30/14,0,110,Released,Far from Men,6.6,43
40164,FALSE,200000000,283995,tt3896198,en,185.330992,4/19/17,863416141,137,Released,Guardians of the Galaxy Vol. 2,7.6,4858
40168,FALSE,165000000,284052,tt1211837,en,43.847654,10/25/16,677718395,115,Released,Doctor Strange,7.1,5880
40183,FALSE,7000000,284276,tt3442006,en,10.197503,9/7/14,2360281,102,Released,Cake,6.2,371
40184,FALSE,4000000,284279,tt3102440,no,1.109389,8/24/14,0,93,Released,Burnout,7.1,16
40187,FALSE,224056,284288,tt3001638,hi,1.416035,9/5/14,15536328,122,Released,Mary Kom,7,29
40190,FALSE,5000000,284293,tt3316960,en,8.823253,12/5/14,43884652,99,Released,Still Alice,7.5,1126
40195,FALSE,1400000,284306,tt2967988,fi,0.75959,8/1/14,0,101,Released,They Have Escaped,6,11
40200,FALSE,1500000,284460,tt3398252,en,3.3756,10/9/15,0,90,Released,Samurai Cop 2: Deadly Vengeance,4.6,16
40204,FALSE,25000000,284536,tt2039393,en,8.728556,12/25/14,39171130,111,Released,The Gambler,5.7,550
40206,FALSE,1500000,284564,tt3835080,en,6.636625,9/15/16,779820,102,Released,31,4.9,193
40225,FALSE,4000000,285025,tt3273636,de,1.609661,8/9/14,0,95,Released,Tour de Force,7.5,31
40229,FALSE,950000,285176,tt3596492,no,2.335565,9/19/14,0,80,Released,Out of Nature,7.1,9
40256,FALSE,35000000,285783,tt3488710,en,9.425787,9/30/15,61181942,123,Released,The Walk,6.9,1151
40271,FALSE,3800000,285908,tt0191076,fr,0.072704,3/25/99,559298,0,Released,The Last Breath,4,2
40275,FALSE,1300000,285959,tt0044177,en,0.328342,3/8/51,1550000,102,Released,Valentino,6,1
40279,FALSE,108000000,286217,tt3659388,en,25.62993,9/30/15,630161890,141,Released,The Martian,7.6,7442
40287,FALSE,3250000,286372,tt1791681,en,1.574542,10/20/14,3250000,96,Released,Treehouse,3.5,26
40294,FALSE,6000000,286521,tt2933544,en,9.383088,9/5/14,1020921,92,Released,5 Flights Up,5.9,92
40300,FALSE,12000000,286565,tt3622592,en,9.662731,6/18/15,85512300,109,Released,Paper Towns,6.1,1997
40301,FALSE,10000000,286567,tt1472584,en,6.703892,10/14/16,6272403,92,Released,Max Steel,5.1,234
40305,FALSE,7000000,286668,tt3480556,en,2.83412,8/19/14,0,100,Released,A Good Man,5,44
40308,FALSE,5000000,286709,tt1396523,en,2.820466,3/15/14,0,94,Released,Revenge of the Green Dragons,5.2,34
40310,FALSE,1000,286805,tt3625970,en,0.055526,8/15/14,0,40,Released,Dark Dungeons,1,1
40314,FALSE,5,286940,tt3246908,en,0.929799,8/5/14,0,86,Released,The Boxcar Children,7.6,7
40332,FALSE,4000000,287424,tt1881002,en,12.020933,5/8/15,187112,95,Released,Maggie,5.2,604
